Molecule ChEMBL ID,Standard Type,Standard Relation,Standard Value,Standard Units,Smiles,Smiles (RDKit Mol)
CHEMBL4553685_synthetic_inactive,IC50,'=',10000.0,nM,CCC/C=C\C(=O)Nc1cc(Cc2ccc(C#N)c(-c3cn(C)c4ccccc34)c2)c(OC)cc1N(C)CCN(C)C, 
CHEMBL4434924_synthetic_inactive,IC50,'=',10000.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Cc1cc(C)cc(-c2cn(C)c3ccccc23)c1, 
CHEMBL4451986_synthetic_inactive,IC50,'=',10000.0,nM,C/C=C\C(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)c(OC)cc1N(C)CCN(C)C, 
CHEMBL5175316_synthetic_inactive,IC50,'=',10000.0,nM,COc1ccc(C(=O)Nc2cc(Cc3cccc(-c4cn(C)c5ccccc45)c3)c(OC)cc2N(C)CCN(C)C)nc1, 
CHEMBL5191292_synthetic_inactive,IC50,'=',10000.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccncc2OC)cc1Cc1cccc(-c2cn(C)c3ccccc23)c1, 
CHEMBL5196254_synthetic_inactive,IC50,'=',10000.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)c2nccn2C)cc1Cc1cccc(-c2cn(C)c3ccccc23)c1, 
CHEMBL4468034_synthetic_inactive,IC50,'=',10000.0,nM,CC/C=C\C(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)c(OC)cc1N(C)CCN(C)C, 
CHEMBL4470120_synthetic_inactive,IC50,'=',10000.0,nM,CCC/C=C\C(=O)Nc1cc(Cc2ccc(C#N)c(-c3cn(C)c4ccc(F)cc34)c2)c(OC)cc1N(C)CCN(C)C, 
CHEMBL4583858_synthetic_inactive,IC50,'=',10000.0,nM,CCC/C=C\C(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)c(OC)cc1N(C)CCN(C)C, 
CHEMBL4527702_synthetic_inactive,IC50,'=',10000.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C(C)C)cc1Cc1cccc(-c2cn(C)c3ccccc23)c1, 
CHEMBL4452628_synthetic_inactive,IC50,'=',10000.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Cc1ccc(C#N)c(-c2cn(C)c3ccccc23)c1, 
CHEMBL4535047_synthetic_inactive,IC50,'=',10000.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Cc1ccc(C#N)c(-c2cn(C)c3ccc(F)cc23)c1, 
CHEMBL5203821_synthetic_inactive,IC50,'=',10000.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)c2cccnc2)cc1Cc1cccc(-c2cn(C)c3ccccc23)c1, 
CHEMBL4472983_synthetic_inactive,IC50,'=',10000.0,nM,CC/C=C\C(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccc(F)cc34)c2)c(OC)cc1N(C)CCN(C)C, 
CHEMBL5174232_synthetic_inactive,IC50,'=',10000.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)c2ccncc2)cc1Cc1cccc(-c2cn(C)c3ccccc23)c1, 
CHEMBL4438905_synthetic_inactive,IC50,'=',10000.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Cc1cccc(-c2cn(C)c3ccccc23)c1, 
CHEMBL5185772_synthetic_inactive,IC50,'=',10000.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)c2nccn2C)cc1Cc1cc(-c2cn(C)c3ccccc23)c2cccnc2c1, 
CHEMBL4553484_synthetic_inactive,IC50,'=',10000.0,nM,COc1cc(N(C)CCN(C)C)c(NC(=O)/C=C\C(C)C)cc1Cc1cc(C)cc(-c2cn(C)c3ccc(F)cc23)c1, 
CHEMBL4579805_synthetic_inactive,IC50,'=',10000.0,nM,CCC/C=C\C(=O)Nc1cc(Cc2cc(C)cc(-c3cn(C)c4ccc(F)cc34)c2)c(OC)cc1N(C)CCN(C)C, 
CHEMBL4583545_synthetic_inactive,IC50,'=',10000.0,nM,C=C(Cl)C(=O)Nc1cc(Cc2cc3c(c(-c4cn(C)c5ccccc45)c2)CS(=O)(=O)CC3)c(OC)cc1N(C)CCN(C)C, 
CHEMBL4445761_synthetic_inactive,IC50,'=',10000.0,nM,CC/C=C\C(=O)Nc1cc(Cc2cc(C)cc(-c3cn(C)c4ccc(F)cc34)c2)c(OC)cc1N(C)CCN(C)C, 
CHEMBL4282543_synthetic_inactive,IC50,'=',10000.0,nM,C=C=CC(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)c(OC)cc1OCCN1CCN(C)CC1, 
CHEMBL4279227_synthetic_inactive,IC50,'=',10000.0,nM,C=C=CC(=O)Nc1cc(Cc2cccc(-c3c[nH]c4ccccc34)c2)c(OC)cc1N(C)CCN(C)C, 
CHEMBL4282954_synthetic_inactive,IC50,'=',10000.0,nM,C=C=CC(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)c(OC)cc1N1CCOCC1, 
CHEMBL4287401_synthetic_inactive,IC50,'=',10000.0,nM,C=C=CC(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)c(OC)cc1OCCN1CCOCC1, 
CHEMBL4294211_synthetic_inactive,IC50,'=',10000.0,nM,C=C=CC(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)c(OC)cc1N1CCC(N2CCOCC2)CC1, 
CHEMBL4293145_synthetic_inactive,IC50,'=',10000.0,nM,C=C=CC(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)c(OC)cc1O[C@H]1CCOC1, 
CHEMBL4279016_synthetic_inactive,IC50,'=',10000.0,nM,C=C=CC(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1, 
CHEMBL4293734_synthetic_inactive,IC50,'=',10000.0,nM,C=C=CC(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)c(OC)cc1N1CCC(N(C)C)CC1, 
CHEMBL4278815_synthetic_inactive,IC50,'=',10000.0,nM,C=C=CC(=O)Nc1cc(Cc2cccc(-c3cnn4ccccc34)c2)c(OC)cc1N(C)CCN(C)C, 
CHEMBL4282523_synthetic_inactive,IC50,'=',10000.0,nM,C=C=CC(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)ccc1N(C)CCN(C)C, 
CHEMBL4280993_synthetic_inactive,IC50,'=',10000.0,nM,C=C=CC(=O)Nc1cc(Cc2cccc(-c3cn(C)c4ccccc34)c2)c(C)cc1N(C)CCN(C)C, 
CHEMBL2029438_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(N2C(=O)N(Cc3ccccc3)Cc3ccc(Cc4ccc(N5CCN(C)CC5)cc4OC)cc32)c1, 
CHEMBL5187169_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccc(SCC(=O)N4CCOCC4)cc3)ccc2Cl)c1, 
CHEMBL3954684_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccc(OC)cc3OC)ccc2C(F)(F)F)c1, 
CHEMBL3956465_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccc(OC)c(OC)c3OC)ccc2C(F)(F)F)c1, 
CHEMBL5196024_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccc(SCCCN4CCOCC4)cc3)ccc2Cl)c1, 
CHEMBL5196498_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccc(N4CCN(C(=O)CCCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ccc2C(F)(F)F)c1, 
CHEMBL3986363_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccc(OC)c(OC)c3OC)ccc2Cl)c1, 
CHEMBL3954273_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccc(OC)c(OC)c3OC)ccc2Br)c1, 
CHEMBL3910422_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccc(OC)cc3OC)ccc2Br)c1, 
CHEMBL5204954_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccc(N4CCN(CC(=O)NCCNc5cccc6c5C(=O)N(C5CCC(=O)N(C)C5=O)C6=O)CC4)cc3OC)ccc2C(F)(F)F)c1, 
CHEMBL3938358_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccc(OC)cc3OC)ccc2Cl)c1, 
CHEMBL3954906_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccccc3OC)ccc2Br)c1, 
CHEMBL3903641_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccccc3OC)ccc2C(F)(F)F)c1, 
CHEMBL3891187_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3cccc(OC)c3OC)ccc2C(F)(F)F)c1, 
CHEMBL3903707_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccccc3OC)ccc2Cl)c1, 
CHEMBL3919271_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3cccc(OC)c3OC)ccc2Cl)c1, 
CHEMBL5179538_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)Nc1cccc(Nc2cc(Cc3ccc(N4CCN(CC(=O)NCCNc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ccc2C(F)(F)F)c1, 
CHEMBL4862351_synthetic_inactive,IC50,'=',10000.0,nM,CCOC(=O)c1ccccc1Nc1cc(Cc2ccc(OCC(=O)N3CCOCC3)cc2)ccc1Cl, 
CHEMBL4875985_synthetic_inactive,IC50,'=',10000.0,nM,O=C(NO)c1ccccc1Nc1cc(Cc2ccc(OCCN3CCOCC3)cc2)ccc1Cl, 
CHEMBL4862976_synthetic_inactive,IC50,'=',10000.0,nM,CNC(=O)c1ccccc1Nc1cc(Cc2ccc(NC(=O)CN3CCOCC3)c(C)c2)ccc1Cl, 
CHEMBL4869024_synthetic_inactive,IC50,'=',10000.0,nM,CN1CCN(CCOc2ccc(Cc3ccc(Cl)c(Nc4ccccc4C(=O)NO)c3)cc2)CC1, 
CHEMBL4208811_synthetic_inactive,Ki,'=',10000.0,nM,C=CC(=O)N[C@H]1CCC(c2cc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3c2)C1, 
CHEMBL5188568_synthetic_inactive,IC50,'=',10000.0,nM,C=CC(=O)N1CCC(N2C(=O)N(c3ccccc3)Cc3ccc(Cc4ccc(N5CCN(C)CC5)c(C)c4)cc32)C1, 
CHEMBL4858409_synthetic_inactive,IC50,'=',10000.0,nM,O=C(NO)c1ccccc1Nc1cc(Cc2ccc(OCC(=O)N3CCOCC3)cc2)ccc1Cl, 
CHEMBL5268573_synthetic_inactive,Ki,'=',10000.0,nM,COC1CCC(c2cccc(Nc3cc4c(cn3)c(C(N)=O)nn4C(C)C)c2)CC1, 
CHEMBL4206312_synthetic_inactive,Ki,'=',10000.0,nM,C=CC(=O)N1CC[C@@H](Cc2cc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3c2)C1, 
CHEMBL4858535_synthetic_inactive,IC50,'=',10000.0,nM,CNC(=O)c1ccccc1Nc1cc(Cc2ccc(OCCCN3CCC(C(=O)NO)CC3)cc2)ccc1Cl, 
CHEMBL4871985_synthetic_inactive,IC50,'=',10000.0,nM,CNC(=O)c1ccccc1Nc1cc(Cc2ccc(N3CCC(C(=O)NO)CC3)cc2)ccc1Cl, 
CHEMBL4870560_synthetic_inactive,IC50,'=',10000.0,nM,O=C(NO)c1ccccc1Nc1cc(Cc2ccc(OCCCN3CCOCC3)cc2)ccc1Cl, 
CHEMBL4851795_synthetic_inactive,IC50,'=',10000.0,nM,O=C(COc1ccc(Cc2ccc(Cl)c(Nc3ccccc3C(=O)NO)c2)cc1)NO, 
CHEMBL4861707_synthetic_inactive,IC50,'=',10000.0,nM,CN1CCN(c2ccc(Cc3ccc(Cl)c(Nc4ccccc4C(=O)NO)c3)cc2)CC1, 
CHEMBL4858714_synthetic_inactive,IC50,'=',10000.0,nM,O=C(NO)c1ccccc1Nc1cc(Cc2ccc(CN3CCOCC3)cc2)ccc1Cl, 
CHEMBL4849337_synthetic_inactive,IC50,'=',10000.0,nM,O=C(CN1CCOCC1)Nc1ccc(Cc2ccc(Cl)c(Nc3ccccc3C(=O)NO)c2)cc1, 
CHEMBL4848234_synthetic_inactive,IC50,'=',10000.0,nM,O=C(NO)c1ccccc1Nc1cc(Cc2ccc(N3CCOCC3)cc2)ccc1Cl, 
CHEMBL4870265_synthetic_inactive,IC50,'=',10000.0,nM,CNC(=O)c1ccccc1Nc1cc(Cc2ccc(CN3CCC(C(=O)NO)CC3)cc2)ccc1Cl, 
CHEMBL4206604_synthetic_inactive,Ki,'=',10000.0,nM,CC(=O)N1CC[C@H](Cc2cc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3c2)C1, 
CHEMBL4207425_synthetic_inactive,Ki,'=',10000.0,nM,C=CC(=O)N[C@@H]1CCC(c2cc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3c2)C1, 
CHEMBL4213741_synthetic_inactive,Ki,'=',10000.0,nM,C=CC(=O)N1CC[C@H](Cc2cc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3c2)C1, 
CHEMBL4873830_synthetic_inactive,IC50,'=',10000.0,nM,O=C(O)c1ccccc1Nc1cc(Cc2ccc(OCC(=O)N3CCOCC3)cc2)ccc1Cl, 
