Molecule ChEMBL ID,Smiles (RDKit Mol),MACCS_sim_score,ECFP4_sim_score,MCSS_rdkit_sim_score,Standard Type,Standard Relation,Standard Value,Standard Units,Document ChEMBL ID,Smiles
CHEMBL4085842,,0.952,1,1,IC50,'=',1.6,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)ncn2)c(OC)cc1N(C)CCN(C)C
CHEMBL4741340,,1,1,1,IC50,'=',1.7,nM,CHEMBL4732150,[2H]C([2H])=CC(=O)Nc1cc(Nc2nccc(-c3cn(C([2H])([2H])[2H])c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4098967,,0.91,0.673,0.592,IC50,'=',1.9,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CCC(CN(C)C)C1
CHEMBL4744138,,1,0.907,0.949,IC50,'=',2.09,nM,CHEMBL4706705,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C(C)=O)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4645434,,0.764,0.717,0.775,IC50,'=',2.2,nM,CHEMBL4622942,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccccc34)n2)c(OC)cc1F
CHEMBL4104658,,0.968,0.826,0.9,IC50,'=',2.6,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4096021,,0.922,0.826,0.9,IC50,'=',2.6,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2cc(-c3cn4c5c(cccc35)CCC4)ncn2)c(OC)cc1N(C)CCN(C)C
CHEMBL4097141,,0.909,0.68,0.617,IC50,'=',4.9,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CC(N(C)C)C1
CHEMBL4441606,,0.836,1,1,IC50,'=',6,nM,CHEMBL4376823,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1[S+]([O-])CCN(C)C
CHEMBL4087538,,0.954,0.93,0.974,IC50,'=',6,nM,CHEMBL4043110,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4079658,,0.886,0.864,0.974,IC50,'=',6.4,nM,CHEMBL4043110,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-]
CHEMBL4099377,,0.909,0.884,0.974,IC50,'=',9.9,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2ncnc(-c3cn(C)c4ccccc34)c2F)c(OC)cc1N(C)CCN(C)C
CHEMBL4066170,,0.849,0.826,0.949,IC50,'=',10.2,nM,CHEMBL4043110,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-]
CHEMBL4080008,,0.91,0.714,0.604,IC50,'=',11.6,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CC(CN(C)C)C1
CHEMBL4080934,,0.925,0.75,0.592,IC50,'=',11.8,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CC(CCN(C)C)C1
CHEMBL4747078,,0.939,0.755,0.818,IC50,'=',12.08,nM,CHEMBL4706705,C=CC(=O)Nc1cc(Nc2ncc(C(F)(F)F)c(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4570333,,0.909,0.86,0.973,IC50,'=',14,nM,CHEMBL4376823,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1SCCN(C)C
CHEMBL3633141,,0.952,1,1,IC50,'=',15,nM,CHEMBL3632511,C=CC(=O)Nc1cc(Nc2cncc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4072620,,0.849,0.804,0.949,IC50,'=',17.8,nM,CHEMBL4043110,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-]
CHEMBL4077973,,0.923,0.787,0.857,IC50,'=',22,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2cc(-c3cn4c5c(cccc35)CCC4)nc(OC)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3353406,,0.984,0.848,0.949,IC50,'=',25,nM,CHEMBL4411272,C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4087243,,0.868,0.745,0.85,IC50,'=',34.8,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCO
CHEMBL4552429,,0.925,0.844,0.902,IC50,'=',35,nM,CHEMBL4312015,C=CC(=O)Nc1cc(Nc2nc3c(c(-c4cn(C)c5ccccc45)n2)CSCC3)c(OC)cc1N(C)CCN(C)C
CHEMBL4454929,,0.74,0.822,0.667,IC50,'=',46,nM,CHEMBL4376823,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCS(=O)(=O)CC1
CHEMBL4206501,,0.952,1,1,IC50,'=',56,nM,CHEMBL4177539,C=CC(=O)Nc1cc(Nc2ccnc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4066569,,0.952,0.929,0.974,IC50,'=',60.6,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)nc(C)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4099445,,0.908,0.75,0.617,IC50,'=',64.3,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CCN(C)CC1
CHEMBL4460261,,0.77,0.907,0.682,IC50,'=',65,nM,CHEMBL4376823,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CC[S+]([O-])CC1
CHEMBL4463766,,0.851,0.86,0.698,IC50,'=',79,nM,CHEMBL4376823,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCSCC1
CHEMBL4557005,,1,0.929,0.974,IC50,'=',93,nM,CHEMBL4411272,C=CC(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4464879,,0.91,0.905,0.946,IC50,'=',101,nM,CHEMBL4376823,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCO
CHEMBL4447982,,0.871,1,1,IC50,'=',105,nM,CHEMBL4376823,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[S+](C)[O-]
CHEMBL4592472,,0.803,0.822,0.923,IC50,'=',108,nM,CHEMBL4376823,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1S(=O)(=O)CCN(C)C
CHEMBL4454745,,0.953,0.905,0.946,IC50,'=',122,nM,CHEMBL4376823,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCCl
CHEMBL4082763,,0.953,0.929,0.949,IC50,'=',123.4,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)nc(OC)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4094086,,1,0.929,0.949,IC50,'=',154.6,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nc(OC)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4067014,,0.984,1,1,IC50,'=',185.6,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(C)c4ccccc43)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4086559,,0.952,0.884,0.949,IC50,'=',212.5,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2ncnc(-c3cn(C)c4ccccc34)c2OC)c(OC)cc1N(C)CCN(C)C
CHEMBL4566583,,0.968,0.884,0.973,IC50,'=',215,nM,CHEMBL4376823,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCSC
CHEMBL4092788,,0.953,0.714,0.878,IC50,'=',278.2,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CC(=O)N(C)C
CHEMBL4069277,,0.938,0.771,0.857,IC50,'=',385.5,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C(C)=O
CHEMBL4551557,,0.954,0.907,0.949,IC50,'=',591,nM,CHEMBL4411272,C=CC(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL3353409,,1,0.907,0.974,IC50,'=',1000,nM,CHEMBL3351341,C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4081429,,0.824,0.667,0.617,IC50,'=',1230,nM,CHEMBL4052618,C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CCNC(=O)C1
CHEMBL3353407,,0.954,0.907,0.974,IC50,'=',2000,nM,CHEMBL3351341,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4545086,,1,1,1,IC50,'=',2100,nM,CHEMBL4382217,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL4536146,,0.953,0.884,0.973,IC50,'=',6600,nM,CHEMBL4382217,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1N(C)CCNC
CHEMBL4575647,,0.954,0.86,0.973,IC50,'=',15000,nM,CHEMBL4382217,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1NCCN(C)C
CHEMBL3353412,,0.953,0.884,0.973,IC50,'=',45000,nM,CHEMBL3351341,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC
