Molecule ChEMBL ID,Smiles (RDKit Mol),MACCS_sim_score,ECFP4_sim_score,MCSS_rdkit_sim_score,Standard Type,Standard Relation,Standard Value,Standard Units,Document ChEMBL ID,Smiles
CHEMBL2029438, ,0.8611111111111112,0.34513274336283184,0.8157894736842105,IC50,'=',0.7,nM,CHEMBL5120754,C=CC(=O)Nc1cccc(N2C(=O)N(Cc3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
CHEMBL4575583, ,0.6623376623376623,0.2636363636363636,0.6842105263157895,IC50,'=',1.0,nM,CHEMBL4354875,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3nc(SC)n(C)c3-c3ccc(F)cc3)ccn2)c1
CHEMBL5187169, ,0.5853658536585366,0.19130434782608696,0.5263157894736842,IC50,'=',9.1,nM,CHEMBL5096180,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(SCC(=O)N4CCOCC4)cc3)ncc2Cl)c1
CHEMBL3954684, ,0.581081081081081,0.27184466019417475,0.5789473684210527,IC50,'=',20.0,nM,CHEMBL3886183,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2C(F)(F)F)c1
CHEMBL3956465, ,0.5921052631578947,0.25961538461538464,0.5789473684210527,IC50,'=',20.0,nM,CHEMBL3886183,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2C(F)(F)F)c1
CHEMBL5196024, ,0.6,0.19827586206896552,0.5263157894736842,IC50,'=',27.5,nM,CHEMBL5096180,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(SCCCN4CCOCC4)cc3)ncc2Cl)c1
CHEMBL5196498, ,0.7875,0.25,0.7631578947368421,IC50,'=',33.03,nM,CHEMBL5113409,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CCCC(=O)Nc5cccc6c5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1
CHEMBL3986363, ,0.5921052631578947,0.26732673267326734,0.5789473684210527,IC50,'=',65.0,nM,CHEMBL3886183,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Cl)c1
CHEMBL3954273, ,0.5921052631578947,0.26732673267326734,0.5789473684210527,IC50,'=',65.0,nM,CHEMBL3886183,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)c(OC)c3OC)ncc2Br)c1
CHEMBL3910422, ,0.581081081081081,0.28,0.5789473684210527,IC50,'=',65.0,nM,CHEMBL3886183,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2Br)c1
CHEMBL4441037, ,0.6623376623376623,0.27522935779816515,0.7105263157894737,IC50,'=',111.0,nM,CHEMBL4354875,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3c(-c4ccc(F)cc4)nc(SC)n3C)ccn2)c1
CHEMBL5204954, ,0.7926829268292683,0.25,0.7631578947368421,IC50,'=',133.7,nM,CHEMBL5113409,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(CC(=O)NCCNc5cccc6c5C(=O)N(C5CCC(=O)N(C)C5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1
CHEMBL3938358, ,0.581081081081081,0.28,0.5789473684210527,IC50,'=',200.0,nM,CHEMBL3886183,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)cc3OC)ncc2Cl)c1
CHEMBL3954906, ,0.5833333333333334,0.28865979381443296,0.5789473684210527,IC50,'=',200.0,nM,CHEMBL3886183,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Br)c1
CHEMBL3903641, ,0.5833333333333334,0.28,0.5789473684210527,IC50,'=',200.0,nM,CHEMBL3886183,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2C(F)(F)F)c1
CHEMBL3891187, ,0.5945945945945946,0.2621359223300971,0.5789473684210527,IC50,'=',200.0,nM,CHEMBL3886183,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2C(F)(F)F)c1
CHEMBL3903707, ,0.5833333333333334,0.28865979381443296,0.5789473684210527,IC50,'=',650.0,nM,CHEMBL3886183,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccccc3OC)ncc2Cl)c1
CHEMBL3919271, ,0.5945945945945946,0.27,0.5789473684210527,IC50,'=',650.0,nM,CHEMBL3886183,C=CC(=O)Nc1cccc(Nc2nc(Nc3cccc(OC)c3OC)ncc2Cl)c1
CHEMBL5179538, ,0.7682926829268293,0.23776223776223776,0.7631578947368421,IC50,'=',965.3,nM,CHEMBL5113409,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(CC(=O)NCCNc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)cc3OC)ncc2C(F)(F)F)c1
CHEMBL4862351, ,0.6463414634146342,0.19130434782608696,0.5263157894736842,IC50,'=',0.2446,nM,CHEMBL4831496,CCOC(=O)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl
CHEMBL4875985, ,0.5977011494252874,0.2072072072072072,0.5263157894736842,IC50,'=',1.097,nM,CHEMBL4831496,O=C(NO)c1ccccc1Nc1nc(Nc2ccc(OCCN3CCOCC3)cc2)ncc1Cl
CHEMBL3663927, ,0.8108108108108109,0.2972972972972973,0.42105263157894735,IC50,'=',1.2,nM,CHEMBL3638445,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(N4CCN(C)CC4)c3)c(C(N)=O)nc2CC)c1
CHEMBL4862976, ,0.6582278481012658,0.20869565217391303,0.7105263157894737,IC50,'=',3.89,nM,CHEMBL4831496,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(NC(=O)CN3CCOCC3)c(C)c2)ncc1Cl
CHEMBL4869024, ,0.6705882352941176,0.25471698113207547,0.5263157894736842,IC50,'=',6.82,nM,CHEMBL4831496,CN1CCN(CCOc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NO)n3)cc2)CC1
CHEMBL4208811, ,0.7746478873239436,0.23214285714285715,0.6052631578947368,Ki,'=',9.0,nM,CHEMBL4177539,C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1
CHEMBL5188568, ,0.8169014084507042,0.2672413793103448,0.7631578947368421,IC50,'=',9.2,nM,CHEMBL5120754,C=CC(=O)N1CCC(N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1
CHEMBL4858409, ,0.5909090909090909,0.19642857142857142,0.5263157894736842,IC50,'=',16.04,nM,CHEMBL4831496,O=C(NO)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl
CHEMBL5268573, ,0.7866666666666666,0.22018348623853212,0.5,Ki,'=',29.0,nM,CHEMBL5252534,COC1CCN(c2nccc(Nc3cc4c(cn3)c(C(N)=O)nn4C(C)C)n2)CC1
CHEMBL4206312, ,0.7887323943661971,0.22321428571428573,0.6052631578947368,Ki,'=',32.0,nM,CHEMBL4177539,C=CC(=O)N1CC[C@@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1
CHEMBL4858535, ,0.6136363636363636,0.21551724137931033,0.5263157894736842,IC50,'=',44.96,nM,CHEMBL4831496,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(OCCCN3CCC(C(=O)NO)CC3)cc2)ncc1Cl
CHEMBL4871985, ,0.5833333333333334,0.2222222222222222,0.6578947368421053,IC50,'=',49.94,nM,CHEMBL4831496,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCC(C(=O)NO)CC3)cc2)ncc1Cl
CHEMBL4870560, ,0.5977011494252874,0.20535714285714285,0.5263157894736842,IC50,'=',64.79,nM,CHEMBL4831496,O=C(NO)c1ccccc1Nc1nc(Nc2ccc(OCCCN3CCOCC3)cc2)ncc1Cl
CHEMBL4851795, ,0.45054945054945056,0.19230769230769232,0.5263157894736842,IC50,'=',65.41,nM,CHEMBL4831496,O=C(COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)NO)n2)cc1)NO
CHEMBL4861707, ,0.6296296296296297,0.2857142857142857,0.7105263157894737,IC50,'=',68.81,nM,CHEMBL4831496,CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NO)n3)cc2)CC1
CHEMBL4858714, ,0.5465116279069767,0.19444444444444445,0.6052631578947368,IC50,'=',98.78,nM,CHEMBL4831496,O=C(NO)c1ccccc1Nc1nc(Nc2ccc(CN3CCOCC3)cc2)ncc1Cl
CHEMBL4849337, ,0.550561797752809,0.2,0.7105263157894737,IC50,'=',113.5,nM,CHEMBL4831496,O=C(CN1CCOCC1)Nc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)NO)n2)cc1
CHEMBL4848234, ,0.5647058823529412,0.21359223300970873,0.6578947368421053,IC50,'=',116.5,nM,CHEMBL4831496,O=C(NO)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl
CHEMBL4870265, ,0.5647058823529412,0.20535714285714285,0.6052631578947368,IC50,'=',117.5,nM,CHEMBL4831496,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(CN3CCC(C(=O)NO)CC3)cc2)ncc1Cl
CHEMBL4206604, ,0.75,0.21621621621621623,0.5789473684210527,Ki,'=',161.0,nM,CHEMBL4177539,CC(=O)N1CC[C@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1
CHEMBL4207425, ,0.7746478873239436,0.23214285714285715,0.6052631578947368,Ki,'=',161.0,nM,CHEMBL4177539,C=CC(=O)N[C@@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1
CHEMBL4213741, ,0.7887323943661971,0.22321428571428573,0.6052631578947368,Ki,'=',164.0,nM,CHEMBL4177539,C=CC(=O)N1CC[C@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1
CHEMBL4873830, ,0.6341463414634146,0.1891891891891892,0.5263157894736842,IC50,'=',198.5,nM,CHEMBL4831496,O=C(O)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl
, ,0.7971014492753623,0.48863636363636365,0.8421052631578947,,,,,,COc1cc(N(C)CCN(C)C)ccc1Nc1nccc(-c2cn(C)c3ccccc23)n1
