"Molecule ChEMBL ID","Smiles (RDKit Mol)","MACCS_sim_score","ECFP4_sim_score","MCSS_rdkit_sim_score","Standard Type","Standard Relation","Standard Value","Standard Units","Document ChEMBL ID","Smiles"
"CHEMBL4087538","","0.954","0.93","0.974","IC50","'='","6","nM","CHEMBL4043110","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4557005","","1","0.929","0.974","IC50","'='","93","nM","CHEMBL4411272","C=CC(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4066569","","0.952","0.929","0.974","IC50","'='","60.6","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)nc(C)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL3353409","","1","0.907","0.974","IC50","'='","1000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL3353407","","0.954","0.907","0.974","IC50","'='","2000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4099377","","0.909","0.884","0.974","IC50","'='","9.9","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2ncnc(-c3cn(C)c4ccccc34)c2F)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4079658","","0.886","0.864","0.974","IC50","'='","6.4","nM","CHEMBL4043110","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-]"
"CHEMBL4566583","","0.968","0.884","0.973","IC50","'='","215","nM","CHEMBL4376823","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCSC"
"CHEMBL4536146","","0.953","0.884","0.973","IC50","'='","6600","nM","CHEMBL4382217","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1N(C)CCNC"
"CHEMBL3353412","","0.953","0.884","0.973","IC50","'='","45000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC"
"CHEMBL4575647","","0.954","0.86","0.973","IC50","'='","15000","nM","CHEMBL4382217","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cccnc34)n2)c(OC)cc1NCCN(C)C"
"CHEMBL4570333","","0.909","0.86","0.973","IC50","'='","14","nM","CHEMBL4376823","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1SCCN(C)C"
"CHEMBL3353411","","0.984","0.841","0.973","IC50","'='","2000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4094086","","1","0.929","0.949","IC50","'='","154.6","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2nc(OC)cc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4082763","","0.953","0.929","0.949","IC50","'='","123.4","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2cc(-c3cn(C)c4ccccc34)nc(OC)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4744138","","1","0.907","0.949","IC50","'='","2.09","nM","CHEMBL4706705","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C(C)=O)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4551557","","0.954","0.907","0.949","IC50","'='","591","nM","CHEMBL4411272","C=CC(=O)Nc1cc(Nc2nc(C)cc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4800367","","1","0.886","0.949","IC50","'='","1.51","nM","CHEMBL4706705","C=CCn1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N(C)CCN(C)C)cc3OC)n2)c2ccccc21"
"CHEMBL4745195","","0.925","0.886","0.949","IC50","'='","0.86","nM","CHEMBL4706705","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CCO)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4086559","","0.952","0.884","0.949","IC50","'='","212.5","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2ncnc(-c3cn(C)c4ccccc34)c2OC)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4790568","","0.984","0.848","0.949","IC50","'='","1.01","nM","CHEMBL4706705","C#CCn1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N(C)CCN(C)C)cc3OC)n2)c2ccccc21"
"CHEMBL3353406","","0.984","0.848","0.949","IC50","'='","25","nM","CHEMBL4411272","C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4066170","","0.849","0.826","0.949","IC50","'='","10.2","nM","CHEMBL4043110","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-]"
"CHEMBL4072620","","0.849","0.804","0.949","IC50","'='","17.8","nM","CHEMBL4043110","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CC[N+](C)(C)[O-]"
"CHEMBL3353408","","0.938","0.783","0.947","IC50","'='","200","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL3353404","","0.91","0.783","0.947","IC50","'='","600","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4454745","","0.953","0.905","0.946","IC50","'='","122","nM","CHEMBL4376823","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCCl"
"CHEMBL4464879","","0.91","0.905","0.946","IC50","'='","101","nM","CHEMBL4376823","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCO"
"CHEMBL4592472","","0.803","0.822","0.923","IC50","'='","108","nM","CHEMBL4376823","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1S(=O)(=O)CCN(C)C"
"CHEMBL4552429","","0.925","0.844","0.902","IC50","'='","35","nM","CHEMBL4312015","C=CC(=O)Nc1cc(Nc2nc3c(c(-c4cn(C)c5ccccc45)n2)CSCC3)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4761468","","0.984","0.867","0.9","IC50","'='","0.18","nM","CHEMBL4706705","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4796010","","0.824","0.867","0.9","IC50","'='","1.1","nM","CHEMBL4706659","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1[S+]([O-])CCN(C)C"
"CHEMBL4104658","","0.968","0.826","0.9","IC50","'='","2.6","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4096021","","0.922","0.826","0.9","IC50","'='","2.6","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2cc(-c3cn4c5c(cccc35)CCC4)ncn2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4747958","","0.816","0.867","0.881","IC50","'='","0.2","nM","CHEMBL4706705","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)N(C)C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4756020","","0.912","0.867","0.878","IC50","'='","0.95","nM","CHEMBL4706705","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4COC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4092788","","0.953","0.714","0.878","IC50","'='","278.2","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CC(=O)N(C)C"
"CHEMBL4650319","","0.969","0.867","0.86","IC50","'='","0.01","nM","CHEMBL5257147","C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4077973","","0.923","0.787","0.857","IC50","'='","22","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2cc(-c3cn4c5c(cccc35)CCC4)nc(OC)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4069277","","0.938","0.771","0.857","IC50","'='","385.5","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCN(C)C(C)=O"
"CHEMBL4087243","","0.868","0.745","0.85","IC50","'='","34.8","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N(C)CCO"
"CHEMBL4747078","","0.939","0.755","0.818","IC50","'='","12.08","nM","CHEMBL4706705","C=CC(=O)Nc1cc(Nc2ncc(C(F)(F)F)c(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4792967","","0.873","0.755","0.8","IC50","'='","0.17","nM","CHEMBL4706705","C=CC(=O)Nc1cc(Nc2ncc(C(F)(F)F)c(-c3cn(C4COC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4645434","","0.764","0.717","0.775","IC50","'='","2.2","nM","CHEMBL4622942","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CCCO)c4ccccc34)n2)c(OC)cc1F"
"CHEMBL2426282","","0.723","0.596","0.763","IC50","'='","22","nM","CHEMBL2424560","C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1"
"CHEMBL2426286","","0.701","0.596","0.763","IC50","'='","33","nM","CHEMBL2424560","C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c1"
"CHEMBL2426281","","0.6","0.511","0.711","IC50","'='","81","nM","CHEMBL2424560","C=CC(=O)Nc1cccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1"
"CHEMBL4463766","","0.851","0.86","0.698","IC50","'='","79","nM","CHEMBL4376823","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCSCC1"
"CHEMBL4798177","","0.808","0.723","0.696","IC50","'='","43.1","nM","CHEMBL4706488","C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4076854","","0.676","0.565","0.684","IC50","'='","5.6","nM","CHEMBL4011631","C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3cnc(SC)[nH]3)ccn2)c1"
"CHEMBL3604943","","0.923","0.907","0.682","Ki","'='","1.46","nM","CHEMBL3603765","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1"
"CHEMBL4460261","","0.77","0.907","0.682","IC50","'='","65","nM","CHEMBL4376823","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CC[S+]([O-])CC1"
"CHEMBL4454929","","0.74","0.822","0.667","IC50","'='","46","nM","CHEMBL4376823","C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCS(=O)(=O)CC1"
"CHEMBL5201387","","0.645","0.667","0.667","IC50","'='","180","nM","CHEMBL5096180","C=CC(=O)Nc1ccc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc1"
"CHEMBL4086878","","0.691","0.587","0.667","IC50","'='","10","nM","CHEMBL4011631","C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C)ccn2)c1"
"CHEMBL2426279","","0.908","0.761","0.659","IC50","'='","68","nM","CHEMBL2424560","C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1"
"CHEMBL2424676","","0.881","0.761","0.659","IC50","'='","71","nM","CHEMBL2424560","C=CC(=O)Nc1cc(Nc2nccc(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1"
"CHEMBL4798480","","0.712","0.702","0.652","IC50","'='","212.7","nM","CHEMBL4706488","C=CC(=O)Nc1cc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)ccc1N(C)CCN(C)C"
"CHEMBL2426278","","0.868","0.708","0.644","IC50","'='","5.6","nM","CHEMBL2424560","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1"
"CHEMBL2426277","","0.843","0.708","0.644","IC50","'='","19","nM","CHEMBL2424560","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1"
"CHEMBL3353405","","0.857","0.64","0.644","IC50","'='","4000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1"
"CHEMBL4105526","","0.681","0.531","0.634","IC50","'='","7.4","nM","CHEMBL4011631","C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CC3)ccn2)c1"
"CHEMBL3353403","","0.857","0.615","0.63","IC50","'='","2000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC[C@@H](N(C)C)C1"
"CHEMBL2426283","","0.585","0.489","0.625","IC50","'='","12900","nM","CHEMBL2424560","C=CC(=O)Nc1ccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)cc1"
"CHEMBL4100377","","0.681","0.571","0.619","IC50","'='","6.8","nM","CHEMBL4011631","C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CCC3)ccn2)c1"
"CHEMBL4082884","","0.696","0.542","0.619","IC50","'='","485","nM","CHEMBL4011631","C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C(C)(C)C)ccn2)c1"
"CHEMBL4099445","","0.908","0.75","0.617","IC50","'='","64.3","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CCN(C)CC1"
"CHEMBL4097141","","0.909","0.68","0.617","IC50","'='","4.9","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CC(N(C)C)C1"
"CHEMBL4081429","","0.824","0.667","0.617","IC50","'='","1230","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CCNC(=O)C1"
"CHEMBL5088907","","0.908","0.682","0.614","IC50","'='","6.198","nM","CHEMBL5046228","C=CC(=O)Nc1cc(Nc2nccc(Nc3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL5071181","","0.908","0.682","0.614","IC50","'='","21.43","nM","CHEMBL5046228","C=CC(=O)Nc1cc(Nc2nccc(Nc3cnn(C)c3)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4082362","","0.681","0.571","0.605","IC50","'='","4.5","nM","CHEMBL4011631","C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CCCC3)ccn2)c1"
"CHEMBL4080008","","0.91","0.714","0.604","IC50","'='","11.6","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CC(CN(C)C)C1"
"CHEMBL5080676","","0.908","0.667","0.6","IC50","'='","5.654","nM","CHEMBL5046228","C=CC(=O)Nc1cc(Nc2nccc(Nc3cn(C)nc3C)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL5094406","","0.894","0.644","0.6","IC50","'='","8.023","nM","CHEMBL5046228","C=CC(=O)Nc1cc(Nc2nccc(Nc3cnn(CC)c3)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4080934","","0.925","0.75","0.592","IC50","'='","11.8","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CC(CCN(C)C)C1"
"CHEMBL3353396","","0.792","0.694","0.592","IC50","'='","19000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@H](C)N)CC1"
"CHEMBL3353402","","0.792","0.694","0.592","IC50","'='","177000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@@H](C)N)CC1"
"CHEMBL3353400","","0.77","0.694","0.592","IC50","'='","75000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@H](C)O)CC1"
"CHEMBL3353399","","0.808","0.68","0.592","IC50","'='","66000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)CNC)CC1"
"CHEMBL4098967","","0.91","0.673","0.592","IC50","'='","1.9","nM","CHEMBL4052618","C=CC(=O)Nc1cc(Nc2nccc(-c3cn4c5c(cccc35)CCC4)n2)c(OC)cc1N1CCC(CN(C)C)C1"
"CHEMBL4575697","","0.889","0.667","0.587","IC50","'='","142.7","nM","CHEMBL4382243","C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL5070579","","0.841","0.592","0.587","IC50","'='","8.58","nM","CHEMBL5046228","C#CCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3ccn(C)n3)n2)cc1NC(=O)C=C"
"CHEMBL3353395","","0.847","0.714","0.58","IC50","'='","16000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)CN(C)C)CC1"
"CHEMBL4228672","","0.939","0.783","0.574","IC50","'='","3.9","nM","CHEMBL4219100","C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(Cl)cc4)c3n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4227091","","0.939","0.783","0.574","IC50","'='","4.7","nM","CHEMBL4219100","C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(I)cc4)c3n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4225863","","0.939","0.783","0.574","IC50","'='","5.8","nM","CHEMBL4219100","C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(F)cc4)c3n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL5093794","","0.841","0.617","0.574","IC50","'='","501.5","nM","CHEMBL5046228","C=CC(=O)Nc1cc(Nc2nccc(Nc3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)C(=O)OC"
"CHEMBL5087994","","0.817","0.617","0.574","IC50","'='","397","nM","CHEMBL5046228","C=CC(=O)Nc1cc(Nc2nccc(Nc3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)CC(=C)C"
"CHEMBL4575583","","0.69","0.574","0.565","IC50","'='","1","nM","CHEMBL4354875","C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3nc(SC)n(C)c3-c3ccc(F)cc3)ccn2)c1"
"CHEMBL4441037","","0.69","0.574","0.565","IC50","'='","111","nM","CHEMBL4354875","C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3c(-c4ccc(F)cc4)nc(SC)n3C)ccn2)c1"
"CHEMBL4225166","","0.925","0.804","0.562","IC50","'='","2.3","nM","CHEMBL4219100","C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(F)c(Br)c4)c3n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4227201","","0.968","0.717","0.562","IC50","'='","2.7","nM","CHEMBL4219100","C=CC(=O)Nc1cc(Nc2ncc3nc(Nc4ccccc4)n(C)c3n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4563980","","0.875","0.667","0.562","IC50","'='","59","nM","CHEMBL4382243","C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3cccc(OC)c3)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4465103","","0.848","0.659","0.562","IC50","'='","5","nM","CHEMBL4382192","C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL5089912","","0.817","0.604","0.562","IC50","'='","42.38","nM","CHEMBL5046228","C=CC(=O)Nc1cc(Nc2nccc(Nc3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)CC(=O)OC"
"CHEMBL3353397","","0.757","0.694","0.558","IC50","'='","31000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@@H]2CCCCN2)CC1"
"CHEMBL3353398","","0.757","0.694","0.558","IC50","'='","57000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@H]2CCCCN2)CC1"
"CHEMBL3353401","","0.757","0.694","0.558","IC50","'='","135000","nM","CHEMBL3351341","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)N2CCNCC2)CC1"
"CHEMBL4100860","","0.658","0.583","0.553","IC50","'='","8","nM","CHEMBL5143505","C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1"
"CHEMBL4227210","","0.984","0.745","0.551","IC50","'='","4.2","nM","CHEMBL4219100","C=CC(=O)Nc1cc(Nc2ncc3ncn(-c4ccc(C(C)C)cc4)c3n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4166609","","0.923","0.674","0.551","IC50","'='","4.1","nM","CHEMBL4152247","C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3cccn3)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4162767","","0.896","0.674","0.551","IC50","'='","33.1","nM","CHEMBL4152247","C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-n3nccn3)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4581316","","0.812","0.667","0.551","IC50","'='","2","nM","CHEMBL4382192","C=CC(=O)Nc1cc(Nc2ncc(I)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4558227","","0.812","0.667","0.551","IC50","'='","5","nM","CHEMBL4382192","C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4520341","","0.812","0.667","0.551","IC50","'='","12","nM","CHEMBL4382192","C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4778502","","0.658","0.542","0.543","IC50","'='","146.9","nM","CHEMBL4706488","C=CC(=O)Nc1ccc(OC)c(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c1"
"CHEMBL4096980","","0.706","0.609","0.542","IC50","'='","1.1","nM","CHEMBL4011631","C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc4ccccc4c3)ccn2)c1"
"CHEMBL4175045","","0.923","0.717","0.54","IC50","'='","4.1","nM","CHEMBL4152247","C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL4175782","","0.923","0.717","0.54","IC50","'='","7.7","nM","CHEMBL4152247","C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ncn(C)n3)n2)c(OC)cc1N(C)CCN(C)C"
"CHEMBL5072451","","0.896","0.688","0.54","IC50","'='","4.014","nM","CHEMBL5046228","C#CCN(C)CCN(C)c1cc(OC)c(Nc2nccc(Nc3cn(C)c4ccccc34)n2)cc1NC(=O)C=C"
